Name	Team	Date*	Location	K1	K2	P1	P2	S1	S2	Total	SB Centers	A1	A2	A3	A4	A5	A6	Total	AR Centers
Joseph Ferguson	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morgan Long	Citadel	Jan. 29, 2017	Citadel	91	90	96	93	85	93	548	0	91	97	93	93	96	93	563	0
Alexander McAlear	Citadel	Jan. 29, 2017	Citadel	95	95	95	96	90	86	557	0	93	94	94	91	94	88	554	0
Patrick Meyer	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Richie Parra	Citadel	Jan. 29, 2017	Citadel	90	93	96	91	85	90	545	0	95	95	95	95	97	95	572	0
Colton Poole	Citadel	Jan. 29, 2017	Citadel	92	93	94	93	95	92	559	0	97	94	98	96	98	97	580	0
Tommy Simrill	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carli Cline	Citadel (W)	Jan. 29, 2017	Citadel	88	87	94	96	77	86	528	0	87	93	91	94	93	90	548	0
Brandi Duzz	Citadel (W)	Jan. 29, 2017	Citadel	86	82	88	93	81	70	500	0	91	95	96	91	87	93	553	0
Leah Fenwrick-Wallace	Citadel (W)	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shadonna Littlejohn	Citadel (W)	Jan. 29, 2017	Citadel	85	90	95	91	60	75	496	0	93	93	90	92	90	91	549	0
Tierra Price	Citadel (W)	Jan. 29, 2017	Citadel	78	82	89	93	82	78	502	0	83	84	83	89	87	86	512	0
Faith Totherow	Citadel (W)	Jan. 29, 2017	Citadel	91	91	91	89	82	83	527	0	93	91	91	92	91	85	543	0
Raven Wills	Citadel (W)	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spencer Brandon	Air Force	Jan. 29, 2017	Citadel	94	92	98	98	90	91	563	0	96	98	95	97	98	98	582	0
Spencer Cap	Air Force	Jan. 29, 2017	Citadel	96	94	100	99	94	97	580	0	98	98	98	97	99	99	589	0
Kyle Cox	Air Force	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ryan Jacobs	Air Force	Jan. 29, 2017	Citadel	98	98	100	100	94	97	587	0	99	99	99	98	100	98	593	0
Noah Kwock	Air Force	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nick Learn	Air Force	Jan. 29, 2017	Citadel	100	97	98	98	95	92	580	0	95	94	98	98	98	99	582	0
Logan Ogden	Air Force	Jan. 29, 2017	Citadel	97	99	98	99	93	94	580	0	99	98	99	99	99	100	594	0
Mary Simonton	Air Force	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anna Weilbacher	Air Force	Jan. 29, 2017	Citadel	94	95	99	98	97	96	579	0	99	100	99	98	99	99	594	0
Allison Auten	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matthew Davenport	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Joseph Ferguson	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morgan Long	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexander McAlear	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patrick Meyer	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Richie Parra	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colton Poole	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tommy Simrill	Citadel	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carli Cline	Citadel (W)	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brandi Duzz	Citadel (W)	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leah Fenwrick-Wallace	Citadel (W)	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shadonna Littlejohn	Citadel (W)	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tierra Price	Citadel (W)	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faith Totherow	Citadel (W)	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raven Wills	Citadel (W)	Jan. 29, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Billy Azzinaro	Kentucky	Jan. 29, 2017	Ohio State	97	96	100	97	93	95	578	0	93	97	98	97	98	100	583	0
Jenna Bethea	Kentucky	Jan. 29, 2017	Ohio State	92	95	99	96	92	92	566	0	99	97	99	97	97	98	587	0
Hanna Carr	Kentucky	Jan. 29, 2017	Ohio State	96	94	100	99	97	99	585	0	96	97	100	100	97	98	588	0
Morgan Duerr	Kentucky	Jan. 29, 2017	Ohio State	97	93	97	97	90	91	565	0	96	96	99	98	98	98	585	0
Ian Foos	Kentucky	Jan. 29, 2017	Ohio State	0	0	0	0	0	0	0	0	93	96	97	97	96	99	578	0
Carmen Fry	Kentucky	Jan. 29, 2017	Ohio State	95	91	99	99	89	90	563	0	0	0	0	0	0	0	0	0
Heather Kirby	Kentucky	Jan. 29, 2017	Ohio State	94	95	99	97	95	93	573	0	98	100	99	100	99	100	596	0
Sonya May	Kentucky	Jan. 29, 2017	Ohio State	94	95	98	98	90	96	571	0	98	96	98	98	97	98	585	0
Andrew Miller	Kentucky	Jan. 29, 2017	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cathryn Papasodora	Kentucky	Jan. 29, 2017	Ohio State	92	98	98	96	94	93	571	0	97	99	99	99	97	99	590	0
Jason Scharbel	Kentucky	Jan. 29, 2017	Ohio State	97	97	100	99	94	93	580	0	96	97	96	95	96	97	577	0
Jason Spaude	Kentucky	Jan. 29, 2017	Ohio State	97	95	99	100	95	91	577	0	98	100	97	97	99	100	591	0
Deanna Binnie	Ohio State	Jan. 29, 2017	Ohio State	97	98	100	100	88	90	573	0	0	0	0	0	0	0	0	0
Josh Black	Ohio State	Jan. 29, 2017	Ohio State	93	95	98	99	92	93	570	0	97	96	100	98	99	98	588	0
Jacob Buchanan	Ohio State	Jan. 29, 2017	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drew Cheezum	Ohio State	Jan. 29, 2017	Ohio State	97	98	100	96	93	94	578	0	98	99	96	100	99	97	589	0
Anthony Cuozzo	Ohio State	Jan. 29, 2017	Ohio State	90	97	100	97	95	93	572	0	99	96	98	97	97	99	586	0
Kendal Elder	Ohio State	Jan. 29, 2017	Ohio State	94	95	99	97	89	85	559	0	100	92	96	95	98	94	575	0
Alli Kissell	Ohio State	Jan. 29, 2017	Ohio State	98	94	97	98	92	92	571	0	98	96	97	97	96	99	583	0
Mark Matheny	Ohio State	Jan. 29, 2017	Ohio State	96	96	99	99	98	96	584	0	98	97	100	98	97	97	587	0
Patrick Sardo	Ohio State	Jan. 29, 2017	Ohio State	90	94	91	92	85	80	532	0	95	93	95	94	97	91	565	0
Michael Steinel	Ohio State	Jan. 29, 2017	Ohio State	99	98	99	98	91	97	582	0	98	100	100	100	99	98	595	0
Chrissy Thomas	Ohio State	Jan. 29, 2017	Ohio State	93	92	99	97	89	91	561	0	96	97	98	97	96	98	582	0
Rhiann Travis	Ohio State	Jan. 29, 2017	Ohio State	0	0	0	0	0	0	0	0	100	98	100	99	100	99	596	0
Bailey Urbach	Ohio State	Jan. 29, 2017	Ohio State	92	93	99	98	93	93	568	0	93	95	96	96	93	99	572	0
Brendan Whitaker	Ohio State	Jan. 29, 2017	Ohio State	95	87	98	97	89	92	558	0	97	96	98	94	93	96	574	0
Quintin Wotring	Ohio State	Jan. 29, 2017	Ohio State	93	94	97	100	90	91	565	0	95	94	93	97	96	92	567	0
Soren Butler	Alaska Fairbanks	Feb. 2, 2017	Nebraska	96	94	98	100	96	94	578	0	96	99	99	99	100	98	591	0
Liam Eberhart	Alaska Fairbanks	Feb. 2, 2017	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy Gentry	Alaska Fairbanks	Feb. 2, 2017	Nebraska	96	97	95	98	94	95	575	0	98	96	96	97	97	99	583	0
Luke Johnson	Alaska Fairbanks	Feb. 2, 2017	Nebraska	98	96	98	98	95	97	582	0	97	99	100	99	98	98	591	0
Sagen Maddalena	Alaska Fairbanks	Feb. 2, 2017	Nebraska	100	98	100	99	96	98	591	0	99	100	100	100	98	99	596	0
Grace Nelson	Alaska Fairbanks	Feb. 2, 2017	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JT Schnering	Alaska Fairbanks	Feb. 2, 2017	Nebraska	94	95	97	100	96	91	573	0	97	95	97	97	98	96	580	0
Robert Scott	Alaska Fairbanks	Feb. 2, 2017	Nebraska	92	90	99	100	88	95	564	0	98	96	99	98	97	99	587	0
Nathan Taylor	Alaska Fairbanks	Feb. 2, 2017	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katie Brown	Nebraska	Feb. 2, 2017	Nebraska	94	93	97	97	88	88	557	0	96	96	95	94	93	95	569	0
Jaycee Carter	Nebraska	Feb. 2, 2017	Nebraska	93	94	98	97	93	89	564	0	99	99	98	99	99	99	593	0
Dacotah Faught	Nebraska	Feb. 2, 2017	Nebraska	96	92	99	100	97	94	578	0	98	99	99	100	99	99	594	0
Kayla Gadeken	Nebraska	Feb. 2, 2017	Nebraska	94	96	97	99	95	94	575	0	98	98	99	95	97	97	584	0
Maddie Korthas	Nebraska	Feb. 2, 2017	Nebraska	86	92	95	98	93	88	552	0	96	97	96	97	100	97	583	0
Rachel Martin	Nebraska	Feb. 2, 2017	Nebraska	95	98	100	99	97	93	582	0	97	97	97	98	98	97	584	0
Jordan Miller	Nebraska	Feb. 2, 2017	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samantha Peterson	Nebraska	Feb. 2, 2017	Nebraska	95	95	99	99	98	96	582	0	99	100	99	99	97	98	592	0
Nina Radulovic	Nebraska	Feb. 2, 2017	Nebraska	99	96	99	97	90	93	574	0	96	96	98	99	100	99	588	0
Sarah Sutton	Nebraska	Feb. 2, 2017	Nebraska	95	94	99	96	82	92	558	0	98	98	97	98	98	97	586	0
Hannah Virga	Nebraska	Feb. 2, 2017	Nebraska	97	94	97	96	90	89	563	0	96	98	98	98	97	100	587	0
Rachel Yager	Nebraska	Feb. 2, 2017	Nebraska	96	94	98	98	90	94	570	0	94	97	94	94	95	93	567	0
Seth Baker	Morehead St.	Feb. 3, 2017	Morehead St.	97	97	97	100	91	91	573	0	0	0	0	0	0	0	0	0
Brandon Bryer	Morehead St.	Feb. 3, 2017	Morehead St.	94	95	98	98	93	95	573	0	0	0	0	0	0	0	0	0
Siarra Crum	Morehead St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	98	99	97	98	96	99	587	0
Sarah Fink	Morehead St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Joe Fischer	Morehead St.	Feb. 3, 2017	Morehead St.	100	96	97	100	92	88	573	0	91	97	99	97	94	96	574	0
Dan Hall	Morehead St.	Feb. 3, 2017	Morehead St.	94	97	97	98	88	88	562	0	0	0	0	0	0	0	0	0
Jesse Moyer	Morehead St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	94	99	97	98	96	98	582	0
Alexa Potts	Morehead St.	Feb. 3, 2017	Morehead St.	94	97	97	99	91	95	573	0	98	99	98	96	99	95	585	0
Karly Potts	Morehead St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	94	97	100	100	98	97	586	0
Melanie West	Morehead St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haley Wilson	Morehead St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bobby Broadstreet	Murray St.	Feb. 3, 2017	Morehead St.	98	95	98	99	95	93	578	0	98	97	99	97	98	98	587	0
Meike Drewell	Murray St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ben Estes	Murray St.	Feb. 3, 2017	Morehead St.	95	97	98	100	95	93	578	0	0	0	0	0	0	0	0	0
Shelby Huber	Murray St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie Martin	Murray St.	Feb. 3, 2017	Morehead St.	94	96	99	96	95	96	576	0	98	98	100	98	99	99	592	0
Ivan Roe	Murray St.	Feb. 3, 2017	Morehead St.	97	99	99	98	96	98	587	0	98	100	100	99	99	98	594	0
Barbara Schlapfer	Murray St.	Feb. 3, 2017	Morehead St.	95	95	98	98	93	93	572	0	97	100	100	98	97	99	591	0
Alathea Sellars	Murray St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	100	100	99	99	98	98	594	0
Eric Sloan	Murray St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alex Bapties	UT Martin	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brigitte Curcio	UT Martin	Feb. 3, 2017	Morehead St.	95	94	98	96	90	95	568	0	96	97	96	98	95	98	580	0
Andre Delcalzo	UT Martin	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Logan Hunt	UT Martin	Feb. 3, 2017	Morehead St.	92	92	97	96	95	88	560	0	94	99	95	97	91	92	568	0
Kaitlin Korinek	UT Martin	Feb. 3, 2017	Morehead St.	95	97	93	97	98	92	572	0	96	97	99	97	98	99	586	0
Joe Martin	UT Martin	Feb. 3, 2017	Morehead St.	99	93	100	99	95	93	579	0	98	96	95	99	100	93	581	0
Alex Tamboli	UT Martin	Feb. 3, 2017	Morehead St.	93	94	97	98	89	93	564	0	95	94	96	94	99	92	570	0
Hunter Behrends	Jacksonville St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Austin Cock	Jacksonville St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	98	98	96	96	98	97	583	0
Anika Corsi	Jacksonville St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trace Haynes	Jacksonville St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brandon Henson	Jacksonville St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brandon Muske	Jacksonville St.	Feb. 3, 2017	Morehead St.	97	99	96	97	93	95	577	0	98	98	96	99	98	99	588	0
Kyle Ordille	Jacksonville St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carleigh Peters	Jacksonville St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	97	97	98	97	94	92	575	0
Garrett Rabel	Jacksonville St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyler Ramos	Jacksonville St.	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mekenna Richardson	Jacksonville St.	Feb. 3, 2017	Morehead St.	96	95	97	97	97	96	578	0	100	99	96	98	99	99	591	0
Carter Santrock	Jacksonville St.	Feb. 3, 2017	Morehead St.	95	92	95	99	92	92	565	0	99	96	97	100	99	96	587	0
Zach Schmidt	Jacksonville St.	Feb. 3, 2017	Morehead St.	93	93	97	98	94	96	571	0	0	0	0	0	0	0	0	0
David Sink	Jacksonville St.	Feb. 3, 2017	Morehead St.	95	95	99	99	91	93	572	0	0	0	0	0	0	0	0	0
Erin Bell	UT Martin (W)	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ashley Coots	UT Martin (W)	Feb. 3, 2017	Morehead St.	95	95	96	98	91	91	566	0	95	95	97	92	92	91	562	0
Lindsey Flint	UT Martin (W)	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	95	93	94	92	92	94	560	0
Amanda Mayo	UT Martin (W)	Feb. 3, 2017	Morehead St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jennifer Plocinik	UT Martin (W)	Feb. 3, 2017	Morehead St.	92	91	97	99	89	89	557	0	95	94	98	95	96	96	574	0
Brianna Sawyers	UT Martin (W)	Feb. 3, 2017	Morehead St.	91	94	98	96	82	81	542	0	93	94	92	95	94	95	563	0
Alyson Sylvester	UT Martin (W)	Feb. 3, 2017	Morehead St.	85	97	95	91	93	88	549	0	93	96	94	94	95	94	566	0
Melissa Brizzi	Coast Guard	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Joseph Busching	Coast Guard	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	88	90	94	86	86	87	531	0
Jacob Dupree	Coast Guard	Feb. 4, 2017	MIT	92	93	86	93	83	88	535	0	86	90	93	96	93	89	547	0
Randall Ford	Coast Guard	Feb. 4, 2017	MIT	91	91	93	91	90	84	540	0	92	90	94	95	95	94	560	0
Marshall Grant	Coast Guard	Feb. 4, 2017	MIT	86	86	93	95	88	83	531	0	88	90	93	91	91	95	548	0
Alexandria Harrington	Coast Guard	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anthony Lee	Coast Guard	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dylan Lorence	Coast Guard	Feb. 4, 2017	MIT	91	89	95	97	85	76	533	0	92	87	92	88	95	93	547	0
Kaden Nichols	Coast Guard	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	86	89	89	91	90	89	534	0
Nicholas Paisker	Coast Guard	Feb. 4, 2017	MIT	92	96	91	95	88	94	556	0	98	98	95	96	95	96	578	0
Paul Raynolds	Coast Guard	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
David Rose	Coast Guard	Feb. 4, 2017	MIT	80	87	90	92	76	68	493	0	86	90	89	86	88	89	528	0
Alaric Stone	Coast Guard	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	89	95	93	87	90	93	547	0
Nyjah Turner	Coast Guard	Feb. 4, 2017	MIT	86	89	87	85	76	80	503	0	91	91	84	89	93	92	540	0
William Caruso	MIT	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efraim Helman	MIT	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yaakov Helman	MIT	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jesus Herrera	MIT	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexander Laiman	MIT	Feb. 4, 2017	MIT	65	74	90	90	67	69	455	0	0	0	0	0	0	0	0	0
Gregory Lee	MIT	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kelly Mathesius	MIT	Feb. 4, 2017	MIT	89	88	95	96	83	81	532	0	93	89	95	93	96	91	557	0
Elijah Miller	MIT	Feb. 4, 2017	MIT	61	79	67	78	62	69	416	0	89	84	77	72	79	83	484	0
Dylan Modesitt	MIT	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kevin Ng	MIT	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alex Pacheco	MIT	Feb. 4, 2017	MIT	85	86	93	97	69	70	500	0	84	87	84	86	89	89	519	0
Kevin Petrovic	MIT	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thomas Rick	MIT	Feb. 4, 2017	MIT	86	84	87	89	75	75	496	0	91	84	87	85	89	86	522	0
Joel Solis	MIT	Feb. 4, 2017	MIT	0	0	0	0	0	0	0	0	84	90	88	91	94	91	538	0
Allison Auten	Citadel	Feb. 4, 2017	Citadel	94	88	96	97	90	83	548	0	100	96	98	95	96	95	580	0
Matthew Davenport	Citadel	Feb. 4, 2017	Citadel	87	91	97	94	94	89	552	0	94	96	96	93	94	92	565	0
Joseph Ferguson	Citadel	Feb. 4, 2017	Citadel	78	87	96	96	84	85	526	0	90	91	96	92	87	90	546	0
Morgan Long	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexander McAlear	Citadel	Feb. 4, 2017	Citadel	94	93	93	98	83	87	548	0	94	95	89	95	93	91	557	0
Patrick Meyer	Citadel	Feb. 4, 2017	Citadel	95	93	94	95	86	92	555	0	92	95	96	94	95	95	567	0
Richie Parra	Citadel	Feb. 4, 2017	Citadel	90	92	93	93	81	87	536	0	92	97	98	97	94	97	575	0
Colton Poole	Citadel	Feb. 4, 2017	Citadel	94	93	97	97	94	91	566	0	97	95	98	91	98	93	572	0
Tommy Simrill	Citadel	Feb. 4, 2017	Citadel	84	94	96	89	67	68	498	0	94	90	94	92	94	90	554	0
Zach Eisenberg	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caitlyn Ford	North Carolina St.	Feb. 4, 2017	Citadel	96	98	97	98	95	94	578	0	96	95	93	94	99	99	576	0
Sarah Hickey	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucas Kozeniesky	North Carolina St.	Feb. 4, 2017	Citadel	95	98	99	100	96	97	585	0	97	100	99	98	99	97	590	0
Tyler Lefebvre	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Will Marciniak	North Carolina St.	Feb. 4, 2017	Citadel	97	97	98	100	93	92	577	0	98	99	95	93	94	97	576	0
Derya Pekari	North Carolina St.	Feb. 4, 2017	Citadel	96	93	97	99	92	93	570	0	96	98	96	94	94	96	574	0
Lauren Phillips	North Carolina St.	Feb. 4, 2017	Citadel	98	95	98	97	99	95	582	0	100	98	98	99	97	100	592	0
Claire Spina	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cullen Wargo	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
George Williams	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Claire Zanti	North Carolina St.	Feb. 4, 2017	Citadel	94	97	99	98	92	95	575	0	95	97	100	98	97	94	581	0
Andrew Abernathy	North Georgia	Feb. 4, 2017	Citadel	89	96	97	97	94	90	563	0	97	96	96	96	96	97	578	0
Eric Azotea	North Georgia	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruthanne Conner	North Georgia	Feb. 4, 2017	Citadel	91	96	96	100	90	93	566	0	97	99	97	95	94	94	576	0
Lucas Gilliland	North Georgia	Feb. 4, 2017	Citadel	90	89	98	93	87	87	544	0	94	97	93	97	93	93	567	0
Maddie Godwin	North Georgia	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hannah Peevy	North Georgia	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jared Rice	North Georgia	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tobin Sanctuary	North Georgia	Feb. 4, 2017	Citadel	97	91	99	99	86	92	564	0	97	92	89	92	96	93	559	0
Brianna Shaw	North Georgia	Feb. 4, 2017	Citadel	97	93	95	96	94	93	568	0	94	93	96	94	97	94	568	0
Dakota Spivey	North Georgia	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
David Turner	North Georgia	Feb. 4, 2017	Citadel	91	96	92	97	89	87	552	0	98	96	95	96	96	93	574	0
Carli Cline	Citadel (W)	Feb. 4, 2017	Citadel	92	91	91	93	85	88	540	0	90	91	93	94	91	95	554	0
Brandi Duzz	Citadel (W)	Feb. 4, 2017	Citadel	94	83	94	97	80	77	525	0	90	92	91	93	90	91	547	0
Leah Fenwrick-Wallace	Citadel (W)	Feb. 4, 2017	Citadel	83	86	89	91	79	86	514	0	92	93	95	93	98	95	566	0
Shadonna Littlejohn	Citadel (W)	Feb. 4, 2017	Citadel	87	80	93	91	78	80	509	0	86	93	84	88	92	89	532	0
Tierra Price	Citadel (W)	Feb. 4, 2017	Citadel	79	84	86	85	76	75	485	0	87	85	97	89	87	83	528	0
Faith Totherow	Citadel (W)	Feb. 4, 2017	Citadel	83	92	98	94	87	82	536	0	87	92	89	90	94	89	541	0
Raven Wills	Citadel (W)	Feb. 4, 2017	Citadel	87	91	91	93	91	87	540	0	96	90	92	89	93	95	555	0
Allison Auten	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matthew Davenport	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Joseph Ferguson	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morgan Long	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexander McAlear	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patrick Meyer	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Richie Parra	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colton Poole	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tommy Simrill	Citadel	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zach Eisenberg	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caitlyn Ford	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Hickey	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucas Kozeniesky	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyler Lefebvre	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Will Marciniak	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Derya Pekari	North Carolina St.	Feb. 4, 2017	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
