Name	Team	Date*	Location	K1	K2	P1	P2	S1	S2	Total	SB Centers	A1	A2	A3	A4	A5	A6	Total	AR Centers
Alex Pacheco	MIT	Nov. 12, 2016	MIT	77	79	92	92	60	47	447	0	89	74	77	91	83	82	496	0
Kevin Petrovic	MIT	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thomas Rick	MIT	Nov. 12, 2016	MIT	87	73	81	89	72	74	476	0	84	88	85	88	89	78	512	0
Joel Solis	MIT	Nov. 12, 2016	MIT	79	77	82	86	63	72	459	0	82	91	87	88	87	89	524	0
Rachel Hubal	USciences	Nov. 12, 2016	MIT	88	84	94	90	81	86	523	0	87	78	84	85	87	80	501	0
Angela Kang	USciences	Nov. 12, 2016	MIT	79	87	90	88	83	80	507	0	91	89	88	79	79	86	512	0
Brittany Mahoney	USciences	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris Makosiej	USciences	Nov. 12, 2016	MIT	69	67	83	81	57	55	412	0	84	72	86	85	88	84	499	0
Nick Makosiej	USciences	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thomas Nelligan	USciences	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matt Popowicz	USciences	Nov. 12, 2016	MIT	87	82	92	91	79	75	506	0	88	85	75	80	93	85	506	0
Andrej Quatrone	USciences	Nov. 12, 2016	MIT	85	84	90	85	67	70	481	0	85	79	82	86	76	88	496	0
Sarah Schnupp	USciences	Nov. 12, 2016	MIT	95	95	95	99	93	92	569	0	96	97	90	93	93	95	564	0
Lauren Stabler	USciences	Nov. 12, 2016	MIT	83	83	90	89	77	70	492	0	86	83	89	88	89	89	524	0
Christina Tipton	USciences	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allie Tuman	USciences	Nov. 12, 2016	MIT	80	83	91	89	76	82	501	0	84	86	88	84	90	86	518	0
Anita Varkey	USciences	Nov. 12, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andrew Visconti	USciences	Nov. 12, 2016	MIT	94	89	98	94	91	89	555	0	92	95	90	93	93	84	547	0
Nick Zsoldos	USciences	Nov. 12, 2016	MIT	91	92	92	88	85	83	531	0	87	88	89	89	83	92	528	0
Bobby Broadstreet	Murray St.	Nov. 12, 2016	Ohio State	96	98	100	98	94	96	582	0	100	96	97	97	98	99	587	0
Meike Drewell	Murray St.	Nov. 12, 2016	Ohio State	98	95	99	98	94	90	574	0	0	0	0	0	0	0	0	0
Ben Estes	Murray St.	Nov. 12, 2016	Ohio State	95	95	100	99	96	95	580	0	100	100	100	99	99	98	596	0
Shelby Huber	Murray St.	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie Martin	Murray St.	Nov. 12, 2016	Ohio State	95	98	99	99	97	96	584	0	99	99	100	100	97	100	595	0
Ivan Roe	Murray St.	Nov. 12, 2016	Ohio State	97	99	97	97	95	96	581	0	100	98	100	100	99	97	594	0
Barbara Schlapfer	Murray St.	Nov. 12, 2016	Ohio State	98	100	98	98	96	97	587	0	96	97	98	96	100	98	585	0
Alathea Sellars	Murray St.	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	98	100	100	99	98	99	594	0
Eric Sloan	Murray St.	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zach Eisenberg	North Carolina St.	Nov. 12, 2016	Ohio State	91	93	97	98	92	91	562	0	99	95	97	97	98	96	582	0
Caitlyn Ford	North Carolina St.	Nov. 12, 2016	Ohio State	90	93	95	96	92	95	561	0	95	97	95	99	99	98	583	0
Sarah Hickey	North Carolina St.	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucas Kozeniesky	North Carolina St.	Nov. 12, 2016	Ohio State	97	97	98	97	95	94	578	0	100	100	100	100	100	99	599	0
Tyler Lefebvre	North Carolina St.	Nov. 12, 2016	Ohio State	81	86	96	96	88	92	539	0	96	93	98	96	97	94	574	0
Will Marciniak	North Carolina St.	Nov. 12, 2016	Ohio State	93	95	99	98	91	93	569	0	95	97	97	96	98	97	580	0
Derya Pekari	North Carolina St.	Nov. 12, 2016	Ohio State	96	97	98	98	90	88	567	0	95	98	97	95	96	97	578	0
Lauren Phillips	North Carolina St.	Nov. 12, 2016	Ohio State	93	93	99	98	95	96	574	0	100	98	98	98	99	100	593	0
Claire Spina	North Carolina St.	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cullen Wargo	North Carolina St.	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
George Williams	North Carolina St.	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Claire Zanti	North Carolina St.	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Benesh	Nevada	Nov. 12, 2016	Ohio State	94	94	97	97	95	91	568	0	99	97	100	98	98	95	587	0
Emily Capaul	Nevada	Nov. 12, 2016	Ohio State	94	96	98	98	93	92	571	0	99	99	98	94	99	100	589	0
Jared Crews	Nevada	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maneva Gill	Nevada	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarah Jameson	Nevada	Nov. 12, 2016	Ohio State	95	95	98	96	93	97	574	0	100	99	98	99	98	99	593	0
Eli Larimer	Nevada	Nov. 12, 2016	Ohio State	93	96	97	98	93	96	573	0	96	95	98	97	96	96	578	0
Justin Nissen	Nevada	Nov. 12, 2016	Ohio State	93	93	97	99	91	90	563	0	98	98	98	96	97	98	585	0
Jami Sexton	Nevada	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sara Tashima	Nevada	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitchell Van Patten	Nevada	Nov. 12, 2016	Ohio State	96	98	99	99	98	98	588	0	99	100	99	98	98	100	594	0
Deanna Binnie	Ohio State	Nov. 12, 2016	Ohio State	99	99	100	100	89	88	575	0	95	96	95	97	97	97	577	0
Josh Black	Ohio State	Nov. 12, 2016	Ohio State	91	92	96	99	95	91	564	0	98	98	100	100	99	97	592	0
Jacob Buchanan	Ohio State	Nov. 12, 2016	Ohio State	96	96	98	95	94	95	574	0	97	97	100	99	100	99	592	0
Drew Cheezum	Ohio State	Nov. 12, 2016	Ohio State	97	96	98	96	98	97	582	0	99	99	100	99	99	99	595	0
Anthony Cuozzo	Ohio State	Nov. 12, 2016	Ohio State	97	97	97	100	94	93	578	0	99	99	98	99	98	97	590	0
Kendal Elder	Ohio State	Nov. 12, 2016	Ohio State	97	93	100	97	91	90	568	0	97	94	95	94	99	97	576	0
Alli Kissell	Ohio State	Nov. 12, 2016	Ohio State	97	96	98	97	94	96	578	0	98	95	96	96	99	97	581	0
Mark Matheny	Ohio State	Nov. 12, 2016	Ohio State	95	95	100	98	92	97	577	0	96	99	100	96	99	99	589	0
Patrick Sardo	Ohio State	Nov. 12, 2016	Ohio State	92	91	97	93	84	84	541	0	92	90	94	94	94	93	557	0
Michael Steinel	Ohio State	Nov. 12, 2016	Ohio State	99	95	97	99	94	93	577	0	100	97	99	98	100	99	593	0
Chrissy Thomas	Ohio State	Nov. 12, 2016	Ohio State	89	88	96	97	92	93	555	0	98	99	96	98	96	97	584	0
Rhiann Travis	Ohio State	Nov. 12, 2016	Ohio State	95	95	94	98	92	95	569	0	99	98	99	99	99	99	593	0
Bailey Urbach	Ohio State	Nov. 12, 2016	Ohio State	97	97	96	100	90	81	561	0	96	97	99	98	94	97	581	0
Brendan Whitaker	Ohio State	Nov. 12, 2016	Ohio State	96	98	98	99	89	90	570	0	97	95	95	93	95	95	570	0
Quintin Wotring	Ohio State	Nov. 12, 2016	Ohio State	95	95	99	99	92	92	572	0	94	99	97	97	97	93	577	0
Jack Berhorst	Memphis	Nov. 12, 2016	Ohio State	94	93	98	99	91	90	565	0	93	100	99	94	93	95	574	0
Haylea Broughton	Memphis	Nov. 12, 2016	Ohio State	95	96	99	97	92	93	572	0	97	96	98	99	98	98	586	0
Levi Clark	Memphis	Nov. 12, 2016	Ohio State	97	96	98	98	90	93	572	0	98	95	98	96	98	99	584	0
Leighton Dempster	Memphis	Nov. 12, 2016	Ohio State	94	91	97	98	91	92	563	0	97	97	98	99	99	97	587	0
Makennon Doran	Memphis	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amberlie Ezell	Memphis	Nov. 12, 2016	Ohio State	93	97	97	98	93	91	569	0	94	98	96	95	98	96	577	0
Amy Fister	Memphis	Nov. 12, 2016	Ohio State	96	95	100	100	96	96	583	0	96	99	95	99	99	95	583	0
Eli Rischling	Memphis	Nov. 12, 2016	Ohio State	92	95	100	98	91	92	568	0	98	96	94	96	96	94	574	0
Abby Votava	Memphis	Nov. 12, 2016	Ohio State	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seth Baker	Morehead St.	Nov. 12, 2016	VMI	93	96	97	97	90	94	567	0	92	98	99	95	98	97	579	0
Brandon Bryer	Morehead St.	Nov. 12, 2016	VMI	98	96	97	100	91	93	575	0	95	96	98	92	98	94	573	0
Siarra Crum	Morehead St.	Nov. 12, 2016	VMI	85	85	96	93	91	91	541	0	98	97	96	97	97	99	584	0
Sarah Fink	Morehead St.	Nov. 12, 2016	VMI	97	94	97	98	94	91	571	0	94	95	97	98	95	94	573	0
Joe Fischer	Morehead St.	Nov. 12, 2016	VMI	94	97	99	100	89	89	568	0	97	97	98	97	97	94	580	0
Dan Hall	Morehead St.	Nov. 12, 2016	VMI	95	94	99	98	87	91	564	0	91	91	96	96	96	98	568	0
Jesse Moyer	Morehead St.	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexa Potts	Morehead St.	Nov. 12, 2016	VMI	97	95	95	96	90	96	569	0	97	95	96	97	95	97	577	0
Karly Potts	Morehead St.	Nov. 12, 2016	VMI	94	94	95	96	89	91	559	0	96	99	99	95	98	97	584	0
Melanie West	Morehead St.	Nov. 12, 2016	VMI	96	92	98	96	85	80	547	0	97	91	96	95	97	96	572	0
Haley Wilson	Morehead St.	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andrew Abernathy	North Georgia	Nov. 12, 2016	VMI	91	97	97	96	91	87	559	0	95	94	94	97	94	97	571	0
Eric Azotea	North Georgia	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruthanne Conner	North Georgia	Nov. 12, 2016	VMI	97	94	98	98	93	94	574	0	91	89	94	97	95	95	561	0
Lucas Gilliland	North Georgia	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maddie Godwin	North Georgia	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hannah Peevy	North Georgia	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jared Rice	North Georgia	Nov. 12, 2016	VMI	97	91	95	96	94	90	563	0	95	96	93	97	99	97	577	0
Tobin Sanctuary	North Georgia	Nov. 12, 2016	VMI	93	93	99	100	95	94	574	0	0	0	0	0	0	0	0	0
Brianna Shaw	North Georgia	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dakota Spivey	North Georgia	Nov. 12, 2016	VMI	95	96	95	97	89	96	568	0	97	95	100	99	98	98	587	0
David Turner	North Georgia	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	97	97	93	93	94	93	567	0
Kealie Engels	Wofford	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seth Flanagan	Wofford	Nov. 12, 2016	VMI	84	85	92	92	88	90	531	0	91	91	90	93	90	93	548	0
Cierra Holcombe	Wofford	Nov. 12, 2016	VMI	94	98	92	97	85	85	551	0	97	93	95	96	94	93	568	0
Carson Howell	Wofford	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicholas Hunter	Wofford	Nov. 12, 2016	VMI	82	91	91	94	83	80	521	0	93	91	91	95	91	90	551	0
Zachry Hunter	Wofford	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	84	81	84	88	89	86	512	0
Reid Schuster	Wofford	Nov. 12, 2016	VMI	86	77	88	92	74	69	486	0	84	77	82	86	87	86	502	0
William Davidson	VMI	Nov. 12, 2016	VMI	88	85	96	96	85	87	537	0	92	96	99	98	90	96	571	0
Andrew Hickey	VMI	Nov. 12, 2016	VMI	94	94	97	96	94	89	564	0	93	95	96	96	95	94	569	0
Jacob Hunter	VMI	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	98	96	98	95	98	96	581	0
Zachary Johnson	VMI	Nov. 12, 2016	VMI	94	91	97	98	86	88	554	0	0	0	0	0	0	0	0	0
Mathew Lusardi	VMI	Nov. 12, 2016	VMI	86	85	98	95	93	80	537	0	94	94	96	97	97	93	571	0
Chris Milliken	VMI	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	89	96	96	96	95	92	564	0
John Pitman	VMI	Nov. 12, 2016	VMI	89	94	96	97	90	86	552	0	0	0	0	0	0	0	0	0
Nick Reynolds	VMI	Nov. 12, 2016	VMI	86	90	97	98	85	83	539	0	93	92	96	95	95	98	569	0
Kelia Aardema	VMI (W)	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samantha Alexander	VMI (W)	Nov. 12, 2016	VMI	85	92	97	93	92	91	550	0	90	94	96	94	99	97	570	0
Ellana Avery	VMI (W)	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sabrina Bell	VMI (W)	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alice Chiu	VMI (W)	Nov. 12, 2016	VMI	87	88	95	100	87	87	544	0	92	94	94	95	96	98	569	0
Jamie Foster	VMI (W)	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Joelle Henry	VMI (W)	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Jankelow	VMI (W)	Nov. 12, 2016	VMI	90	87	93	93	85	86	534	0	93	94	92	91	95	95	560	0
Kerrie Lightfoot	VMI (W)	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	95	94	93	91	90	92	555	0
Loyce Lightfoot	VMI (W)	Nov. 12, 2016	VMI	89	91	92	91	91	85	539	0	0	0	0	0	0	0	0	0
Kaitlyn Morrison	VMI (W)	Nov. 12, 2016	VMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katherine Watson	VMI (W)	Nov. 12, 2016	VMI	91	88	96	94	89	82	540	0	93	94	94	96	91	88	556	0
Melissa Brizzi	Coast Guard	Nov. 12, 2016	Coast Guard	88	82	87	90	75	70	492	0	90	86	89	88	85	87	525	0
Joseph Busching	Coast Guard	Nov. 12, 2016	Coast Guard	0	0	0	0	0	0	0	0	91	90	91	93	87	80	532	0
Jacob Dupree	Coast Guard	Nov. 12, 2016	Coast Guard	88	93	95	95	80	84	535	0	88	92	94	94	92	94	554	0
Randall Ford	Coast Guard	Nov. 12, 2016	Coast Guard	89	90	98	99	87	90	553	0	89	93	94	93	95	97	561	0
Marshall Grant	Coast Guard	Nov. 12, 2016	Coast Guard	79	76	94	95	74	85	503	0	94	90	83	85	92	94	538	0
Alexandria Harrington	Coast Guard	Nov. 12, 2016	Coast Guard	96	90	95	98	94	93	566	0	98	95	93	97	92	94	569	0
Anthony Lee	Coast Guard	Nov. 12, 2016	Coast Guard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dylan Lorence	Coast Guard	Nov. 12, 2016	Coast Guard	89	95	98	98	84	87	551	0	91	90	88	93	97	95	554	0
Kaden Nichols	Coast Guard	Nov. 12, 2016	Coast Guard	0	0	0	0	0	0	0	0	84	88	87	85	86	86	516	0
Nicholas Paisker	Coast Guard	Nov. 12, 2016	Coast Guard	92	89	97	94	89	92	553	0	98	94	98	92	94	98	574	0
Paul Raynolds	Coast Guard	Nov. 12, 2016	Coast Guard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
David Rose	Coast Guard	Nov. 12, 2016	Coast Guard	80	83	88	88	60	63	462	0	89	85	85	91	90	85	525	0
Alaric Stone	Coast Guard	Nov. 12, 2016	Coast Guard	0	0	0	0	0	0	0	0	93	92	86	90	89	88	538	0
Nyjah Turner	Coast Guard	Nov. 12, 2016	Coast Guard	0	0	0	0	0	0	0	0	92	81	85	94	93	89	534	0
Angelica Dearaujo	John Jay	Nov. 12, 2016	Coast Guard	88	90	95	94	91	90	548	0	93	95	97	99	99	93	576	0
Lily Graham	John Jay	Nov. 12, 2016	Coast Guard	96	96	95	97	89	89	562	0	96	98	99	97	98	97	585	0
Ronald Kopec	John Jay	Nov. 12, 2016	Coast Guard	83	94	95	96	84	76	528	0	96	90	96	97	94	92	565	0
Eliza Kotowska	John Jay	Nov. 12, 2016	Coast Guard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susana Sanchez	John Jay	Nov. 12, 2016	Coast Guard	90	89	82	53	71	82	467	0	87	90	93	92	96	93	551	0
Ida Sato	John Jay	Nov. 12, 2016	Coast Guard	80	83	87	94	74	74	492	0	90	90	93	95	90	92	550	0
Marc Suda	John Jay	Nov. 12, 2016	Coast Guard	81	78	97	98	87	85	526	0	92	88	89	88	92	89	538	0
Allison Auten	Citadel	Nov. 12, 2016	Citadel	89	86	93	95	87	92	542	0	95	96	97	97	100	94	579	0
Matthew Davenport	Citadel	Nov. 12, 2016	Citadel	85	93	94	89	85	83	529	0	93	92	85	94	93	87	544	0
Joseph Ferguson	Citadel	Nov. 12, 2016	Citadel	86	88	95	93	79	83	524	0	92	94	92	95	92	93	558	0
Morgan Long	Citadel	Nov. 12, 2016	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexander McAlear	Citadel	Nov. 12, 2016	Citadel	92	91	98	95	87	92	555	0	96	91	94	97	97	96	571	0
Patrick Meyer	Citadel	Nov. 12, 2016	Citadel	94	91	96	93	86	81	541	0	93	94	96	91	90	96	560	0
Richie Parra	Citadel	Nov. 12, 2016	Citadel	90	91	96	93	87	85	542	0	92	95	97	95	92	93	564	0
Colton Poole	Citadel	Nov. 12, 2016	Citadel	96	95	97	97	92	89	566	0	96	95	97	94	96	96	574	0
Tommy Simrill	Citadel	Nov. 12, 2016	Citadel	87	92	94	97	81	52	503	0	92	88	89	95	90	97	551	0
Carli Cline	Citadel (W)	Nov. 12, 2016	Citadel	89	87	92	96	73	77	514	0	88	91	90	86	91	88	534	0
Brandi Duzz	Citadel (W)	Nov. 12, 2016	Citadel	86	83	95	94	74	75	507	0	95	96	97	90	94	89	561	0
Leah Fenwrick-Wallace	Citadel (W)	Nov. 12, 2016	Citadel	84	92	93	88	84	83	524	0	95	93	96	91	94	91	560	0
Shadonna Littlejohn	Citadel (W)	Nov. 12, 2016	Citadel	87	92	90	90	77	82	518	0	90	92	93	94	95	86	550	0
Tierra Price	Citadel (W)	Nov. 12, 2016	Citadel	75	75	89	88	72	59	458	0	85	89	88	85	81	87	515	0
Faith Totherow	Citadel (W)	Nov. 12, 2016	Citadel	93	93	94	94	91	89	554	0	91	94	92	93	95	90	555	0
Raven Wills	Citadel (W)	Nov. 12, 2016	Citadel	87	86	90	90	82	89	524	0	92	91	89	87	88	94	541	0
William Caruso	MIT	Nov. 13, 2016	MIT	90	85	85	72	83	75	490	0	82	86	81	87	90	77	503	0
Efraim Helman	MIT	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	75	73	69	82	84	77	460	5
Yaakov Helman	MIT	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	78	81	74	75	72	82	462	5
Jesus Herrera	MIT	Nov. 13, 2016	MIT	92	94	92	92	71	74	515	0	74	82	80	88	90	84	498	0
Alexander Laiman	MIT	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gregory Lee	MIT	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kelly Mathesius	MIT	Nov. 13, 2016	MIT	91	89	93	93	88	82	536	0	94	97	89	98	94	94	566	0
Elijah Miller	MIT	Nov. 13, 2016	MIT	74	83	77	83	58	72	447	0	85	77	80	78	83	77	480	3
Dylan Modesitt	MIT	Nov. 13, 2016	MIT	88	91	94	99	74	87	533	0	88	93	86	86	93	84	530	0
Kevin Ng	MIT	Nov. 13, 2016	MIT	89	92	96	95	78	85	535	0	90	92	87	87	86	90	532	0
Alex Pacheco	MIT	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	82	82	79	78	85	90	496	4
Kevin Petrovic	MIT	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thomas Rick	MIT	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Joel Solis	MIT	Nov. 13, 2016	MIT	77	66	86	91	63	56	439	0	84	84	87	91	86	88	520	0
Rachel Hubal	USciences	Nov. 13, 2016	MIT	86	82	90	92	83	85	518	0	83	83	84	86	90	86	512	6
Angela Kang	USciences	Nov. 13, 2016	MIT	89	91	92	95	77	88	532	0	84	87	88	87	89	89	524	0
Brittany Mahoney	USciences	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris Makosiej	USciences	Nov. 13, 2016	MIT	85	89	81	75	75	56	461	0	73	85	77	79	82	91	487	7
Nick Makosiej	USciences	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thomas Nelligan	USciences	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matt Popowicz	USciences	Nov. 13, 2016	MIT	84	85	96	89	85	75	514	0	87	88	85	85	87	87	519	0
Andrej Quatrone	USciences	Nov. 13, 2016	MIT	89	94	80	86	64	69	482	0	81	91	82	80	76	89	499	5
Sarah Schnupp	USciences	Nov. 13, 2016	MIT	92	98	96	96	94	90	566	0	99	94	97	94	95	93	572	0
Lauren Stabler	USciences	Nov. 13, 2016	MIT	80	91	85	86	73	78	493	0	86	90	91	86	88	91	532	13
Christina Tipton	USciences	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allie Tuman	USciences	Nov. 13, 2016	MIT	93	81	93	91	72	79	509	0	84	93	88	86	85	88	524	0
Anita Varkey	USciences	Nov. 13, 2016	MIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andrew Visconti	USciences	Nov. 13, 2016	MIT	93	92	95	95	87	88	550	0	87	89	91	90	91	88	536	0
Nick Zsoldos	USciences	Nov. 13, 2016	MIT	85	86	88	91	83	91	524	0	89	79	84	91	84	91	518	0
Spencer Brandon	Air Force	Nov. 13, 2016	TCU	96	96	99	99	89	89	568	0	95	98	95	100	99	98	585	0
Spencer Cap	Air Force	Nov. 13, 2016	TCU	98	96	99	99	96	94	582	0	100	98	100	99	97	99	593	0
Kyle Cox	Air Force	Nov. 13, 2016	TCU	0	0	0	0	0	0	0	0	93	94	95	93	94	98	567	0
Ryan Jacobs	Air Force	Nov. 13, 2016	TCU	99	94	99	99	93	96	580	0	99	98	99	99	100	97	592	0
Noah Kwock	Air Force	Nov. 13, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nick Learn	Air Force	Nov. 13, 2016	TCU	96	95	96	100	91	92	570	0	99	99	97	98	96	98	587	0
Logan Ogden	Air Force	Nov. 13, 2016	TCU	96	99	99	100	90	92	576	0	100	99	97	99	98	97	590	0
Mary Simonton	Air Force	Nov. 13, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anna Weilbacher	Air Force	Nov. 13, 2016	TCU	96	95	100	98	93	97	579	0	99	95	97	97	99	100	587	0
Nicholle Benedict	TCU	Nov. 13, 2016	TCU	92	91	94	99	88	85	549	0	97	96	98	95	97	99	582	0
Katie Bridges	TCU	Nov. 13, 2016	TCU	94	97	100	99	83	87	560	0	96	96	95	93	94	93	567	0
Rachel Garner	TCU	Nov. 13, 2016	TCU	98	100	100	99	96	95	588	0	98	98	97	100	98	99	590	0
Ariana Grabowski	TCU	Nov. 13, 2016	TCU	100	99	100	99	95	96	589	0	99	99	95	98	98	98	587	0
Emily Haag	TCU	Nov. 13, 2016	TCU	96	92	99	98	85	90	560	0	93	96	93	98	95	95	570	0
Nicole Hankey	TCU	Nov. 13, 2016	TCU	98	97	97	97	93	95	577	0	99	97	96	99	98	98	587	0
Rachel Kimbell	TCU	Nov. 13, 2016	TCU	97	95	97	99	91	91	570	0	88	98	99	98	97	98	578	0
Sally Li	TCU	Nov. 13, 2016	TCU	96	94	100	98	95	97	580	0	99	99	99	100	100	99	596	0
Casey Lutz	TCU	Nov. 13, 2016	TCU	98	94	99	99	97	98	585	0	99	98	99	100	99	97	592	0
Mindy Miles	TCU	Nov. 13, 2016	TCU	99	100	99	98	97	98	591	0	99	100	100	100	99	99	597	0
Catherine Miller	TCU	Nov. 13, 2016	TCU	95	94	98	100	94	94	575	0	99	97	99	98	98	99	590	0
Meraleigh Randle	TCU	Nov. 13, 2016	TCU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barrett Ray	TCU	Nov. 13, 2016	TCU	96	98	98	98	93	86	569	0	99	98	98	99	97	98	589	0
Katie Brown	Nebraska	Nov. 13, 2016	Nebraska	86	91	97	97	90	87	548	0	97	92	95	94	94	95	567	0
Jaycee Carter	Nebraska	Nov. 13, 2016	Nebraska	92	94	97	97	96	95	571	0	98	100	97	99	99	99	592	0
Dacotah Faught	Nebraska	Nov. 13, 2016	Nebraska	92	93	99	100	96	96	576	0	99	98	96	99	100	97	589	0
Kayla Gadeken	Nebraska	Nov. 13, 2016	Nebraska	96	98	98	97	93	93	575	0	98	100	97	100	98	98	591	0
Maddie Korthas	Nebraska	Nov. 13, 2016	Nebraska	94	95	96	95	92	94	566	0	95	99	95	97	94	99	579	0
Rachel Martin	Nebraska	Nov. 13, 2016	Nebraska	97	99	99	100	95	94	584	32	97	96	100	98	99	97	587	0
Jordan Miller	Nebraska	Nov. 13, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samantha Peterson	Nebraska	Nov. 13, 2016	Nebraska	96	94	97	95	94	92	568	0	98	100	99	97	99	97	590	0
Nina Radulovic	Nebraska	Nov. 13, 2016	Nebraska	93	97	99	99	91	97	576	0	98	99	99	97	98	99	590	0
Sarah Sutton	Nebraska	Nov. 13, 2016	Nebraska	91	90	93	94	89	83	540	0	99	97	96	97	98	98	585	0
Hannah Virga	Nebraska	Nov. 13, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Yager	Nebraska	Nov. 13, 2016	Nebraska	92	93	96	95	91	93	560	0	96	99	97	97	98	97	584	0
Jessica Kinder	UTEP	Nov. 13, 2016	Nebraska	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
